User_ID,ISBN,Book_Rating,Book_Title,Book_Author,Year_Of_Publication,Publisher_x,Location,Age,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
6575,0316776963,8,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,"seattle, washington, usa",32.0,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg
6575,0375706771,7,Midwives: A Novel,Chris Bohjalian,1998,Vintage,"seattle, washington, usa",32.0,Midwives: A Novel,Chris Bohjalian,1998,Vintage,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg
6575,0375725784,7,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,"seattle, washington, usa",32.0,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg
6575,0385335482,5,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,"seattle, washington, usa",32.0,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,http://images.amazon.com/images/P/0385335482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.LZZZZZZZ.jpg
6575,0385484518,6,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,"seattle, washington, usa",32.0,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,http://images.amazon.com/images/P/0385484518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385484518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385484518.01.LZZZZZZZ.jpg
6575,0385720106,7,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,"seattle, washington, usa",32.0,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg
6575,0385722206,9,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,"seattle, washington, usa",32.0,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,http://images.amazon.com/images/P/0385722206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg
6575,0446606812,2,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,"seattle, washington, usa",32.0,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,http://images.amazon.com/images/P/0446606812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606812.01.LZZZZZZZ.jpg
6575,0446672211,8,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,"seattle, washington, usa",32.0,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446672211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.LZZZZZZZ.jpg
6575,0452282152,6,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,"seattle, washington, usa",32.0,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,http://images.amazon.com/images/P/0452282152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg
6575,0553279912,7,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,"seattle, washington, usa",32.0,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg
6575,0671001795,9,Two for the Dough,Janet Evanovich,1996,Pocket,"seattle, washington, usa",32.0,Two for the Dough,Janet Evanovich,1996,Pocket,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001795.01.LZZZZZZZ.jpg
6575,0679746048,9,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,"seattle, washington, usa",32.0,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,http://images.amazon.com/images/P/0679746048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg
6575,067976402X,7,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,"seattle, washington, usa",32.0,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067976402X.01.LZZZZZZZ.jpg
6575,0804106304,9,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),"seattle, washington, usa",32.0,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg
6575,1400034779,9,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor,"seattle, washington, usa",32.0,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor,http://images.amazon.com/images/P/1400034779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400034779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg
11676,0060502258,8,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,"n/a, n/a, n/a",32.0,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,http://images.amazon.com/images/P/0060502258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg
11676,0060938455,10,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,"n/a, n/a, n/a",32.0,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.LZZZZZZZ.jpg
11676,0060987103,9,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,Regan Books,"n/a, n/a, n/a",32.0,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,Regan Books,http://images.amazon.com/images/P/0060987103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg
11676,0061009059,8,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,"n/a, n/a, n/a",32.0,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg
11676,006101351X,8,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch,"n/a, n/a, n/a",32.0,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch,http://images.amazon.com/images/P/006101351X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006101351X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006101351X.01.LZZZZZZZ.jpg
11676,0062502182,10,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco,"n/a, n/a, n/a",32.0,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco,http://images.amazon.com/images/P/0062502182.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062502182.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062502182.01.LZZZZZZZ.jpg
11676,0064407667,3,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,"n/a, n/a, n/a",32.0,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0064407667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.LZZZZZZZ.jpg
11676,014028009X,8,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,"n/a, n/a, n/a",32.0,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,http://images.amazon.com/images/P/014028009X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.LZZZZZZZ.jpg
11676,0140293248,5,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,"n/a, n/a, n/a",32.0,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg
11676,0140298479,3,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,"n/a, n/a, n/a",32.0,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,http://images.amazon.com/images/P/0140298479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg
11676,0142000205,8,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,"n/a, n/a, n/a",32.0,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg
11676,0156027321,6,Life of Pi,Yann Martel,2003,Harvest Books,"n/a, n/a, n/a",32.0,Life of Pi,Yann Martel,2003,Harvest Books,http://images.amazon.com/images/P/0156027321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156027321.01.LZZZZZZZ.jpg
11676,0312195516,10,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,"n/a, n/a, n/a",32.0,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,http://images.amazon.com/images/P/0312195516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312195516.01.LZZZZZZZ.jpg
11676,0312278586,6,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,"n/a, n/a, n/a",32.0,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,http://images.amazon.com/images/P/0312278586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312278586.01.LZZZZZZZ.jpg
11676,0312291639,9,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,"n/a, n/a, n/a",32.0,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,http://images.amazon.com/images/P/0312291639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg
11676,0312305060,9,The Hours: A Novel,Michael Cunningham,2002,Picador,"n/a, n/a, n/a",32.0,The Hours: A Novel,Michael Cunningham,2002,Picador,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg
11676,0312966970,7,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,"n/a, n/a, n/a",32.0,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966970.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg
11676,0316096199,10,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,"n/a, n/a, n/a",32.0,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
11676,0316569321,10,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown","n/a, n/a, n/a",32.0,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown",http://images.amazon.com/images/P/0316569321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316569321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316569321.01.LZZZZZZZ.jpg
11676,0316666343,5,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown","n/a, n/a, n/a",32.0,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",http://images.amazon.com/images/P/0316666343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316666343.01.LZZZZZZZ.jpg
11676,0316776963,8,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,"n/a, n/a, n/a",32.0,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg
11676,0345313860,8,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,"n/a, n/a, n/a",32.0,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg
11676,0345337662,6,Interview with the Vampire,Anne Rice,1993,Ballantine Books,"n/a, n/a, n/a",32.0,Interview with the Vampire,Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg
11676,0345361792,10,A Prayer for Owen Meany,John Irving,1990,Ballantine Books,"n/a, n/a, n/a",32.0,A Prayer for Owen Meany,John Irving,1990,Ballantine Books,http://images.amazon.com/images/P/0345361792.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345361792.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345361792.01.LZZZZZZZ.jpg
11676,0345370775,8,Jurassic Park,Michael Crichton,1999,Ballantine Books,"n/a, n/a, n/a",32.0,Jurassic Park,Michael Crichton,1999,Ballantine Books,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg
11676,0345417623,10,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,"n/a, n/a, n/a",32.0,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345417623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345417623.01.LZZZZZZZ.jpg
11676,0375706771,6,Midwives: A Novel,Chris Bohjalian,1998,Vintage,"n/a, n/a, n/a",32.0,Midwives: A Novel,Chris Bohjalian,1998,Vintage,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg
11676,0375707972,9,The Reader,Bernhard Schlink,1999,Vintage Books USA,"n/a, n/a, n/a",32.0,The Reader,Bernhard Schlink,1999,Vintage Books USA,http://images.amazon.com/images/P/0375707972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg
11676,0375726403,7,Empire Falls,Richard Russo,2002,Vintage Books USA,"n/a, n/a, n/a",32.0,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg
11676,0375727345,7,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,"n/a, n/a, n/a",32.0,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg
11676,0380789019,7,Neverwhere,Neil Gaiman,1998,Avon,"n/a, n/a, n/a",32.0,Neverwhere,Neil Gaiman,1998,Avon,http://images.amazon.com/images/P/0380789019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789019.01.LZZZZZZZ.jpg
11676,0385265700,7,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,"n/a, n/a, n/a",32.0,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg
11676,0385335482,10,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,"n/a, n/a, n/a",32.0,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,http://images.amazon.com/images/P/0385335482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.LZZZZZZZ.jpg
11676,0385484518,9,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,"n/a, n/a, n/a",32.0,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday,http://images.amazon.com/images/P/0385484518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385484518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385484518.01.LZZZZZZZ.jpg
11676,0385504209,9,The Da Vinci Code,Dan Brown,2003,Doubleday,"n/a, n/a, n/a",32.0,The Da Vinci Code,Dan Brown,2003,Doubleday,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg
11676,0385505833,8,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,"n/a, n/a, n/a",32.0,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/0385505833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.LZZZZZZZ.jpg
11676,0385720106,8,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,"n/a, n/a, n/a",32.0,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg
11676,0385722206,9,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,"n/a, n/a, n/a",32.0,Balzac and the Little Chinese Seamstress : A Novel,DAI SIJIE,2002,Anchor,http://images.amazon.com/images/P/0385722206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg
11676,0439064864,10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,"n/a, n/a, n/a",32.0,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,http://images.amazon.com/images/P/0439064864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439064864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439064864.01.LZZZZZZZ.jpg
11676,0439064872,8,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,"n/a, n/a, n/a",32.0,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439064872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.LZZZZZZZ.jpg
11676,0439136369,9,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,"n/a, n/a, n/a",32.0,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,http://images.amazon.com/images/P/0439136369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.LZZZZZZZ.jpg
11676,0439139597,8,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,"n/a, n/a, n/a",32.0,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439139597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439139597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg
